drugId	indicationId
k1avSRUjq-H	qUWEXFmXtE8
k1avSRUjq-H	Yw_Zfy54egF
k1avSRUjq-H	LbK8CNgV5RB
k1avSRUjq-H	IBidoDXjsm8
k1avSRUjq-H	oi0i0ahqDP9
k1avSRUjq-H	1jUcSO1gtRA
k1avSRUjq-H	x44BQS8DSz8
k1avSRUjq-H	oD_Qf_m5WF8
k1avSRUjq-H	KUCalcVrZaA
k1avSRUjq-H	vsuS-p5NeO7
k1avSRUjq-H	8C6fLxVvw8B
k1avSRUjq-H	mF4YYYjK1n_
k1avSRUjq-H	Da6I7_exMx-
k1avSRUjq-H	18ID68DdKc-
k1avSRUjq-H	RoVHOnhB2nF
k1avSRUjq-H	kWRJOI1H-i9
k1avSRUjq-H	jcLv_lLxKg6
k1avSRUjq-H	wbS59YENVI-
k1avSRUjq-H	3VBpNl233jH
k1avSRUjq-H	A4caQ8ZzC09
k1avSRUjq-H	EY_W-7w2tdC
k1avSRUjq-H	2MIoaHIi8VH
k1avSRUjq-H	ajOjpNQ0fqC
k1avSRUjq-H	Yxxz1_jN7EG
k1avSRUjq-H	tdx_ilYaL0D
-wBG6LQWfX5	TyQNt4D8gqH
-wBG6LQWfX5	z-m5Rv1-njE
-wBG6LQWfX5	0GnJg9FxgHH
-wBG6LQWfX5	_ETp3VwzWJH
-wBG6LQWfX5	W85usIDssH6
-wBG6LQWfX5	92mSmqtw17B
-wBG6LQWfX5	3uk_caRk1IH
-wBG6LQWfX5	kJfjgv2iUaD
-wBG6LQWfX5	ssjFqHZiJ24
-wBG6LQWfX5	pUjzCiBr8P-
-wBG6LQWfX5	gdLw2jd7R4H
-wBG6LQWfX5	bXXuP5YRviA
-wBG6LQWfX5	Yw_Zfy54egF
-wBG6LQWfX5	LbK8CNgV5RB
-wBG6LQWfX5	BM4-NxGBK5_
-wBG6LQWfX5	VwrUEyXGD0A
-wBG6LQWfX5	FbMj6yqPXR-
-wBG6LQWfX5	nmaB7TP4dN5
-wBG6LQWfX5	3CGg_Uh412G
-wBG6LQWfX5	edjmP2qTxV_
-wBG6LQWfX5	Ca5plSPebiD
-wBG6LQWfX5	5J0_ExZjvS5
-wBG6LQWfX5	QLSNGGX4RL7
-wBG6LQWfX5	IIv9a53K52B
-wBG6LQWfX5	DBpp36AAGQF
-wBG6LQWfX5	_eofdCz6u0H
-wBG6LQWfX5	U5dkWb4_P_E
-wBG6LQWfX5	3VBpNl233jH
-wBG6LQWfX5	fx7YnoFNI34
-wBG6LQWfX5	_zrjxQpkWF6
-wBG6LQWfX5	hhn8sD9xfoD
-wBG6LQWfX5	zG199INJYl5
-wBG6LQWfX5	dM7TfmwCD6B
-wBG6LQWfX5	Yxxz1_jN7EG
-wBG6LQWfX5	8b3OltwgWk_
-wBG6LQWfX5	C5SGnnfNH7F
qYfWAGY53oG	qzvxLpdRwb6
qYfWAGY53oG	J-6_09UsxhB
qYfWAGY53oG	b7COkiKNy6H
qYfWAGY53oG	lrur1QKnVx-
qYfWAGY53oG	4NhhkuLvvV9
U9kcorEQq_6	vmVWGZlIYr_
U9kcorEQq_6	VwrUEyXGD0A
U9kcorEQq_6	MIG5HmhX83D
U9kcorEQq_6	JNIKnDHQgtF
U9kcorEQq_6	Ca5plSPebiD
iCt3UzQXbyG	0JRspB1Xih9
iCt3UzQXbyG	hXKoR7Q97R_
iCt3UzQXbyG	y-XBUazQCn8
iCt3UzQXbyG	_MPQxQwCpM_
iCt3UzQXbyG	vmVWGZlIYr_
iCt3UzQXbyG	kw5YaD-HlfB
iCt3UzQXbyG	HoVkCwoEAEE
iCt3UzQXbyG	zLU0L9arDz5
iCt3UzQXbyG	hjAzoWYN-tD
iCt3UzQXbyG	QoQU71claZH
iCt3UzQXbyG	39M1yNGpcmG
iCt3UzQXbyG	PBcEPDBmb39
iCt3UzQXbyG	ZU1SxxeKVL7
iCt3UzQXbyG	hJN8VAES2OE
iCt3UzQXbyG	VwrUEyXGD0A
iCt3UzQXbyG	H-YyGea7wH-
iCt3UzQXbyG	pSdGHZDc1hE
iCt3UzQXbyG	1CCsHIi9tPH
iCt3UzQXbyG	MIG5HmhX83D
iCt3UzQXbyG	Y2EzPS1_RcB
iCt3UzQXbyG	Ca5plSPebiD
iCt3UzQXbyG	rIxGbW_JkD8
eGG7dQba09D	zLU0L9arDz5
eGG7dQba09D	H-YyGea7wH-
eGG7dQba09D	kw5YaD-HlfB
eGG7dQba09D	1CCsHIi9tPH
eGG7dQba09D	rIxGbW_JkD8
auh6oHx99h9	MaXIxaM6U3_
auh6oHx99h9	Q3G-DFGlmG4
auh6oHx99h9	kw5YaD-HlfB
auh6oHx99h9	1CCsHIi9tPH
auh6oHx99h9	jdDbeJPo4FD
TfWiqF-1zIH	o48WwEif81E
TfWiqF-1zIH	jdBMmEs8G0A
TfWiqF-1zIH	7Ir1kFfcowD
TfWiqF-1zIH	QUrsi8z598G
TfWiqF-1zIH	JVCZXloCjUD
TfWiqF-1zIH	L3B4rLNrDgA
TfWiqF-1zIH	7kpP-0UWzf5
TfWiqF-1zIH	oivDmB_YmC_
TfWiqF-1zIH	3VcRE6SxVSC
TfWiqF-1zIH	Jg9Y-pKIRPE
r_A33kx94G6	jdBMmEs8G0A
r_A33kx94G6	QUrsi8z598G
r_A33kx94G6	L3B4rLNrDgA
r_A33kx94G6	7kpP-0UWzf5
r_A33kx94G6	oivDmB_YmC_
