drugId	targetId
KFxX26bUvIC	pPxAXnpITR9
KFxX26bUvIC	zv_C0_pvfv-
KFxX26bUvIC	b6v-QjYJyY8
mTXGNgJWRSD	HMIMz3l1YZ8
mTXGNgJWRSD	OTE442Gh9AF
mTXGNgJWRSD	RBY8z22jDrH
mTXGNgJWRSD	rsrwQIRXwNA
mTXGNgJWRSD	DLMGNLDCN77
mTXGNgJWRSD	pPxAXnpITR9
mTXGNgJWRSD	zv_C0_pvfv-
mTXGNgJWRSD	b6v-QjYJyY8
Ur-ZJO8d8IB	HMIMz3l1YZ8
Ur-ZJO8d8IB	F-FCPbCn7X7
Ur-ZJO8d8IB	dKeVFB4do8C
Ur-ZJO8d8IB	tq8SEgPcit-
Ur-ZJO8d8IB	ZR74nRqsxHG
Ur-ZJO8d8IB	zv_C0_pvfv-
Ur-ZJO8d8IB	b6v-QjYJyY8
Ur-ZJO8d8IB	xh_SgJq-bV_
9SOWHvNNN5_	HMIMz3l1YZ8
9SOWHvNNN5_	OTE442Gh9AF
9SOWHvNNN5_	I37yUyu-BxD
9SOWHvNNN5_	iUGPfLjIf8B
9SOWHvNNN5_	zv_C0_pvfv-
9SOWHvNNN5_	b6v-QjYJyY8
9SOWHvNNN5_	ckh3gm0bS0G
yhMW2PNCMn9	l5GnzRoHcg4
yhMW2PNCMn9	Ig-N8cjjuC4
yhMW2PNCMn9	awmZz65nqM7
yhMW2PNCMn9	oWxxabsjtFF
yhMW2PNCMn9	TtBV8E5g15B
yhMW2PNCMn9	Vyrk96HYG26
yhMW2PNCMn9	zv_C0_pvfv-
yhMW2PNCMn9	b6v-QjYJyY8
yhMW2PNCMn9	LOaigUReTj9
0dUdtYjA44B	l5GnzRoHcg4
0dUdtYjA44B	Ig-N8cjjuC4
0dUdtYjA44B	awmZz65nqM7
0dUdtYjA44B	oWxxabsjtFF
0dUdtYjA44B	TtBV8E5g15B
0dUdtYjA44B	Vyrk96HYG26
0dUdtYjA44B	zv_C0_pvfv-
0dUdtYjA44B	b6v-QjYJyY8
0dUdtYjA44B	LOaigUReTj9
